iso,entity_type,name,country,region,area,lat,lng,population,population_year,baseline_year,baseline_emissions,raw_net_zero_commitment,ghg_reduction_target,target_year,percent_reduction,initiatives_committed,net_zero_target_status,econ_wide_net_zero,pop_density,emis_per_capita,coordinator_name,support_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Bracca,Italy,Europe,5.47,45.81666667,9.716666667,755,2004,2005,3229.494,"The local authority focus the CO2 ruction actions on: 1) New regulation for building that lead to high quality new buildings and a series of incentives to refurbish the old ones. 2) Increasing the use renewable energy with woody biomass in district heating and cogeneration system and using the hydroeletric power. 3) The mobility actions are focused on the optimization of the actual system and the improving of public transport that include the construction of another tramway. One criticality point of the SEAP has been the poor answer of stakeholders, in the future it will be necessary to stimulate a more enlarged partecipation of all the stakeholders and the citizens.",87% below 2005 levels by 2020,2020,87,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,4",1,138.0255941,4.277475497,Province of Bergamo,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,City,Braslau,Belarus,Eastern Europe and Central Asia,NA,55.61666667,27.03333333,26324,NA,2013,89546.75,Become the first climate-neutral region of Belarus,95% below 2013 levels by Long term,Long term,95,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,4",1,NA,3.401715165,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,City,"Breda, Netherlands",Netherlands,Europe,NA,51.5644477,4.751229678,184000,2014,2008,756223.8,"CO2 neutral (municipality) in 2044
implemented area's (clusters)
- sustainable city-government
- sustainable energyproduction
- clean and economic mobility
- energy-efficiënt built environment
- sustainable (agricultural) businesses
- Climate-resistent environment",100% below 2008 levels by Long term,Long term,100,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"1,4",1,NA,4.109911957,Rijkswaterstaat,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,City,Bristol,United Kingdom,Europe,NA,51.45,-2.583333333,441300,2017,2005,2382697,In 2009 Bristol City Councillors unanimously adopted targets to reduce the city’s carbon dioxide emissions by 2020 and 2050.  The target for 2020 is to reduce energy use by 30% and carbon dioxide emissions by 40% from 2005.  The council established a planning and reporting process and this Climate Change and Energy Security Framework (CESF) is the 3rd plan resulting from that process and now sets intermediary targets for 2025 and 2035.  The Framework is Bristol's SEAP.,80% below 2005 levels by Long term,Long term,80,Under2Coalition2019;Carbonn2019;GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"1,2,4",1,NA,5.399268072,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,City,Brugge,Belgium,Europe,4.1,51.2082905,3.2261497,118000,2018,2011,578674.4,Our long-term goal is to make the city of Brugge a climate-neutral city by the year 2050,100% below 2011 levels by Long term,Long term,100,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"1,4",1,28780.4878,4.904020339,Province of West-Flanders,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Burlingame, CA",United States of America,North America,2.3050911,37.583333,-122.363611,30301,2010,NA,NA,80% reduction by 2050,NA,2050,80,ClimateMayors,"1,4",1,13145.25053,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,City,Byron Shire,Australia,East Asia and the Pacific,556,-28.55,153.5,32723,2011,2015,18660,Does this target align with the global 1.5 - 2°C pathway set out in the Paris agreement? Yes - 1.5 °C,NA,2027,100,Carbonn2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA,NA,1,58.85431655,0.570241115,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,City,Cajnice,Bosnia and Herzegovina,Eastern Europe and Central Asia,NA,43.5568196,19.0715447,4500,2013,2013,8553.762,Economically developed and socially responsible local community where every need and interest of its citizens is fulfilled in a safe environment and good quality of life conditions.,100% below 2013 levels by Long term,Long term,100,GlobalCovenantofMayors2019;NAZCA,"1,4",1,NA,1.900836,"Association of municipalities and towns of Republic of Srpska, BA",Supporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,City,"Calgary, AB",Canada,North America,586.08,51.0486,-114.071,1246231,2017,2005,15793731,Does this target align with the global 1.5 - 2°C pathway set out in the Paris agreement? Yes - 2 °C,NA,2050,80,CDPCities2018;Carbonn2019;NAZCA,"1,2,4",1,2126.38377,12.67319702,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Carona,Italy,Europe,44.15,46.01666667,9.783333333,383,2016,2005,1682.786,"The local authority focus the CO2 ruction actions on: 1) New regulation for building that lead to high quality new buildings and a series of incentives to refurbish the old ones. 2) Increasing the use renewable energy with woody biomass in district heating and cogeneration system and using the hydroeletric power. 3) The mobility actions are focused on the optimization of the actual system and the improving of public transport that include the construction of another tramway. One criticality point of the SEAP has been the poor answer of stakeholders, in the future it will be necessary to stimulate a more enlarged partecipation of all the stakeholders and the citizens.",89% below 2005 levels by 2020,2020,89,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,4",1,8.674971687,4.393697128,Comunità Valle Brembana,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Carona,Italy,Europe,44.15,46.01666667,9.783333333,383,2016,2005,1682.786,"The local authority focus the CO2 ruction actions on: 1) New regulation for building that lead to high quality new buildings and a series of incentives to refurbish the old ones. 2) Increasing the use renewable energy with woody biomass in district heating and cogeneration system and using the hydroeletric power. 3) The mobility actions are focused on the optimization of the actual system and the improving of public transport that include the construction of another tramway. One criticality point of the SEAP has been the poor answer of stakeholders, in the future it will be necessary to stimulate a more enlarged partecipation of all the stakeholders and the citizens.",89% below 2005 levels by 2020,2020,89,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,4",1,8.674971687,4.393697128,Province of Bergamo,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Charlotte, NC",United States of America,North America,790.982946,35.22722222,-80.84305556,809958,2010,2015,2015,"Yes - 1.5 °C; In June 2018, Council unanimously passed the Sustainable and Resilient Charlotte by 2050 Resolution. This resolution called for Charlotte to become a low-carbon city by 2050, among other things. It set a target to reduce emissions city-wide from 12 tons of C02e to less than 2 tons of C02e per capita per year. The Strategic Energy Action Plan was unanimously passed by Council in December 2018. This is the city plan to reach the targets the resolution set.",NA,2050,85,WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;GlobalCovenantofMayors2019;NAZCA,"1,2,4",1,1023.989207,0.002487783,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Cheremule,Italy,Europe,24.25,40.5,8.733333333,469,2017,2010,2220.725,"The
general Sustainable Energy Action Plan strategy adopted by the Municipality is
part of the broader strategic approach espoused by the European Union, Italy
and Sardinia. The local community is in line with the wider plan of action and
it has adhered to suggested guidelines by joining  the Covenant of Mayors and approving SEAP
through the City Council. The Municipality intends to intervene in all major
sectors in an effort to promote energy conservation and efficiency as well as
the use of renewable energy.  Priority
will be given to activities and initiatives with the greatest potential for
reducing CO2 emissions into the atmosphere and minimizing energy expenditure
and cost. Specifically, the Municipality intends to adopt policies in support
of sustainable mobility/transportation in collaboration with other local
Municipalities and the Province of Sassari itself. Another key target  is energy efficiency in public buildings and
in construction of private residences. To this end, the Municipality intends to
adopt new building regulations in support of this goal. The new building
regulations shall include measures to mainstream renewable energy sources
(wind, biomass, solar, etc.), specifically co-generation systems in utility buildings,
various facilities, and privately owned structures. Additional notable
objectives include the implementation of more efficient public lighting systems
and the increased involvement of key players and all citizens in these efforts.",99% below 2010 levels by 2020,2020,99,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,2,4",1,19.34020619,4.735021322,Province of Sassari,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Cheremule,Italy,Europe,24.25,40.5,8.733333333,469,2017,2010,2220.725,"The
general Sustainable Energy Action Plan strategy adopted by the Municipality is
part of the broader strategic approach espoused by the European Union, Italy
and Sardinia. The local community is in line with the wider plan of action and
it has adhered to suggested guidelines by joining  the Covenant of Mayors and approving SEAP
through the City Council. The Municipality intends to intervene in all major
sectors in an effort to promote energy conservation and efficiency as well as
the use of renewable energy.  Priority
will be given to activities and initiatives with the greatest potential for
reducing CO2 emissions into the atmosphere and minimizing energy expenditure
and cost. Specifically, the Municipality intends to adopt policies in support
of sustainable mobility/transportation in collaboration with other local
Municipalities and the Province of Sassari itself. Another key target  is energy efficiency in public buildings and
in construction of private residences. To this end, the Municipality intends to
adopt new building regulations in support of this goal. The new building
regulations shall include measures to mainstream renewable energy sources
(wind, biomass, solar, etc.), specifically co-generation systems in utility buildings,
various facilities, and privately owned structures. Additional notable
objectives include the implementation of more efficient public lighting systems
and the increased involvement of key players and all citizens in these efforts.",99% below 2010 levels by 2020,2020,99,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,2,4",1,19.34020619,4.735021322,Region of Sardinia,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Chicago, IL",United States of America,North America,606,41.83694444,-87.68472222,2722389,2010,1990,32300000,80% reduction from 1990 levels by 2050;,NA,2050,80,Carbonn2019;WeAreStillIn2019;C40Cities2019;ClimateMayors;WeAreStillIn2019;GlobalCovenantofMayors2019;NAZCA,"1, 4",1,4492.391089,11.86457924,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Cincinnati, OH",United States of America,North America,206.01,39.103118,-84.51202,298550,2010,2006,9300000,Does this target align with the global 1.5 - 2°C pathway set out in the Paris agreement? Yes - 1.5 °C,NA,2050,84,GlobalCovenantofMayors2019;WeAreStillIn2019;CDPCities2018;ClimateMayors;WeAreStillIn2019;Carbonn2019;NAZCA,"1,2,4",1,1449.201495,31.15056105,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Cleveland, OH",United States of America,North America,213.6,41.48222222,-81.66972222,389521,2010,2010,NA,"Citywide: Reduce GHG emissions 16% below 2010 levels by 2020, 40% by 2030, and 80% by 2050.",NA,2050,80,Carbonn2019;ClimateMayors;WeAreStillIn2019;WeAreStillIn2019;CDPCities2018;GlobalCovenantofMayors2019;NAZCA,"1,4",1,1823.600187,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
